ID_ESTUDIOS,ESTATUS DE ESTUDIO,AÑO,ESTADOS,TITULO_ORIGINAL,TITULO_BUSQUEDA,EMPRESA,FUENTE,CONTRATO,EJEMPLARES,TOMOS,CARATULA,PDF,ESTADO_ARCHIVOS
252,AMBOS,1974,COLIMA,ESTUDIO GEOHIDROLÓGICO PRELIMINAR DEL VALLE DE COLIMA,"ESTUDIO GEOHIDROLÓGICO PRELIMINAR DEL VALLE DE COLIMA, 0601 COLIMA, ESTADO DE COLIMA","HIDROTEC, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-74-22,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0252_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0252_EC.pdf,COLIMA
253,DIGITAL,1977,ZACATECAS,PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN EL ESTADO DE ZACATECAS,PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN EL ESTADO DE ZACATECAS,"CONSULTEC INGENIEROS ASOCIADOS, SOCIEDAD CIVIL",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-77-18-E,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/32 ZACATECAS/PDF/0253_EC.pdf,ZACATECAS
254,AMBOS,1981,ZACATECAS,SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA REGIÓN DE PINOS EN EL ESTADO DE ZACATECAS,SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA REGIÓN DE PINOS EN EL ESTADO DE ZACATECAS,"TÉCNICOS ASESORES Y CONSTRUCTORES, SOCIEDAD ANÓNIMA (TACSA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-30-ED,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/32 ZACATECAS/PDF/0254_EC.pdf,ZACATECAS
255,DIGITAL,1981,BAJA CALIFORNIA SUR,"ESTUDIO FOTOGEOLÓGICO EN LA ZONA DE LA CUENCA DE TEMPETÚ Y LAS VÍRGENES, ESTADO DE BAJA CALIFORNIA SUR","ESTUDIO FOTOGEOLÓGICO EN LA ZONA DE LA CUENCA DE TEMPETÚ Y LAS VÍRGENES, ESTADO DE BAJA CALIFORNIA SUR","FOTOIN, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-148-FD,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/03 BAJA CALIFORNIA SUR/PDF/0255_EC.pdf,BAJA CALIFORNIA SUR
256,DIGITAL,1979,BAJA CALIFORNIA SUR,"ESTUDIO DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE SAN BARTOLO-ALFREDO V. BONFIL, BAJA CALIFORNIA SUR.","ESTUDIO DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE SAN BARTOLO-ALFREDO V. BONFIL, BAJA CALIFORNIA SUR.","GEOLOGÍA ECONÓMICA APLICADA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-79-1-ED,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/03 BAJA CALIFORNIA SUR/PDF/0256_EC.pdf,BAJA CALIFORNIA SUR
257,DIGITAL,1982,BAJA CALIFORNIA SUR,"ESTUDIO DE FOTOINTERPRETACIÓN GEOHIDROLÓGICA CON VERIFICACIÓN DE CAMPO EN LA ZONA DE LAS CRUCES, EDO. DE BAJA CALIFORNIA SUR.","ESTUDIO DE FOTOINTERPRETACIÓN GEOHIDROLÓGICA CON VERIFICACIÓN DE CAMPO EN LA ZONA DE LAS CRUCES, EDO. DE BAJA CALIFORNIA SUR","BUFETE GEOLÓGICO Y CIENCIAS AFINES, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/03 BAJA CALIFORNIA SUR/PDF/0257_EC.pdf,BAJA CALIFORNIA SUR
258,DIGITAL,2000,QUINTANA ROO,REDISEÑO RED NACIONAL DE MONITOREO,REDISEÑO RED NACIONAL DE MONITOREO,,EUGENIO BARRIOS,,,,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/0258_EC.pdf,QUINTANA ROO
259,DIGITAL,1981,BAJA CALIFORNIA SUR,"ACTUALIZACIÓN DEL ESTUDIO GEOHIDROLÓGICO DE LA CUENCA DE ""LORETO-PUERTO ESCONDIDO"", MUNICIPIO DE COMONDÚ EN EL ESTADO DE BAJA CALIFORNIA SUR","ACTUALIZACIÓN DEL ESTUDIO GEOHIDROLÓGICO DE LA CUENCA DE ""LORETO-PUERTO ESCONDIDO"", MUNICIPIO DE COMONDÚ EN EL ESTADO DE BAJA CALIFORNIA SUR","ACUAPLAN, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-BCS-81-002,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/03 BAJA CALIFORNIA SUR/PDF/0259_EC.pdf,BAJA CALIFORNIA SUR
261,DIGITAL,1985,COAHUILA DE ZARAGOZA,SERVICIOS DE PROSPECCIÓN GEOHIDROLÓGICA EN LA ZONA DE BOQUILLA DEL CARMEN ESTADO DE COAHUILA,SERVICIOS DE PROSPECCIÓN GEOHIDROLÓGICA EN LA ZONA DE BOQUILLA DEL CARMEN ESTADO DE COAHUILA,"AGROGEOLOGÍA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),AHGZA-83-7-PG,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/0261_EC.pdf,COAHUILA DE ZARAGOZA
262,DIGITAL,1982,COAHUILA DE ZARAGOZA,"ESTUDIO DE FOTOINTERPRETACIÓN GEOHIDROLÓGICA EN EL MUNICIPIO DE OCAMPO, COAH.","ESTUDIO DE FOTOINTERPRETACIÓN GEOHIDROLÓGICA EN EL MUNICIPIO DE OCAMPO, COAHUILA","FOTOIN, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-82-2-FG,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/0262_EC.pdf,COAHUILA DE ZARAGOZA
263,DIGITAL,1981,COAHUILA DE ZARAGOZA,"SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE CHARCOS DE RISA; COMARCA LAGUNERA, ESTADOS DE COAHUILA Y DURANGO.","SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE CHARCOS DE RISA; COMARCA LAGUNERA, ESTADOS DE COAHUILA Y DURANGO.","GEOFIAP, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-5-ED,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/0263_EC.pdf,COAHUILA DE ZARAGOZA
264,DIGITAL,1986,COAHUILA DE ZARAGOZA,"ESTUDIO DE PROSPECCIÓN GEOHIDROLÓGICA EN LA ZONA LAS CUEVAS - LA PARTIDA, EN EL ESTADO DE COAHUILA.","ESTUDIO DE PROSPECCIÓN GEOHIDROLÓGICA EN LA ZONA LAS CUEVAS - LA PARTIDA, EN EL ESTADO DE COAHUILA.","AGROGEOLOGÍA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),CRISH-85-14-E,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/0264_EC.pdf,COAHUILA DE ZARAGOZA
265,DIGITAL,1981,COAHUILA DE ZARAGOZA,"SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DEL DISTRITO DE RIEGO NO. 06, PALESTINA, ESTADO DE COAHUILA.","SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DEL DISTRITO DE RIEGO NO. 06, PALESTINA, ESTADO DE COAHUILA.","HIDROGEOLOGÍA, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-04-ED,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/0265_EC.pdf,COAHUILA DE ZARAGOZA
266,DIGITAL,2005,QUINTANA ROO,ESTUDIO DE CALIDAD DEL AGUA EN EL CORREDOR TURÍSTICO CANCÚN-TULUM RIVIERA MAYA QUINTANA ROO,ESTUDIO DE CALIDAD DEL AGUA EN EL CORREDOR TURÍSTICO CANCÚN-TULUM RIVIERA MAYA QUINTANA ROO,,ENRIVOTECH TECNOLOGÍA AMBIENTAL SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,,,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/0266_EC.pdf,QUINTANA ROO
267,FÍSICO,1999,COAHUILA DE ZARAGOZA,"SISTEMA DE RECARGA ARTIFICIAL EL ACUÍFERO DE LA COMARCA LAGUNERA, COAHUILA
VERSIÓN PRELIMINAR","SISTEMA DE RECARGA ARTIFICIAL EL ACUÍFERO DE LA COMARCA LAGUNERA, COAHUILA
VERSIÓN PRELIMINAR",INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA (IMTA),,PROYECTO TH-9916,3,3,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/0267_CC.pdf,,COAHUILA DE ZARAGOZA
268,AMBOS,1977,COLIMA,INFORME DEL ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE EVALUACIÓN Y CENSO EN LOS VALLES LA CENTRAL Y PEÑA BLANCA COLIMA,"INFORME DEL ESTUDIO GEOHIDROLÓGICO PRELIMINAR DE EVALUACIÓN Y CENSO EN LOS VALLES LA CENTRAL Y PEÑA BLANCA COLIMA, 0601 COLIMA, ESTADO DE COLIMA","GEOEXPLORACIONES Y CONSTRUCCIONES, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),EIGZA-77-86,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0268_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0268_EC.pdf,COLIMA
269,DIGITAL,2008,QUINTANA ROO,"REACTIVACIÓN DE LA RED PIEZOMÉTRICA DE LA ZONA COSTA MAYA, QUINTANA ROO. SEGUNDA PARTE","REACTIVACIÓN DE LA RED PIEZOMÉTRICA DE LA ZONA COSTA MAYA, QUINTANA ROO. SEGUNDA PARTE",,CONSULTORIA BETSCO SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,,,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/0269_EC.pdf,QUINTANA ROO
270,AMBOS,1978,COLIMA,ESTUDIO GEOHIDROLÓGICO DE EVALUACIÓN Y CENSO EN EL ESTADO DE COLIMA,ESTUDIO GEOHIDROLÓGICO DE EVALUACIÓN Y CENSO EN EL ESTADO DE COLIMA,"INGENIERÍA Y GEOTECNIA, SOCIEDAD ANÓNIMA (INGESA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),EIGZA-77-3G,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0270_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0270_EC.pdf,COLIMA
271,DIGITAL,1979,COLIMA,DETERMINAR EL POTENCIAL HIDRÁULICO DE LOS VALLES ALEDAÑOS A LA BAHÍA MANZANILLO Y DEFINIR LAS FUENTES DE ABASTECIMIENTO DE AGUA DE BUENA CALIDAD A FUTURO INMEDIATO,"DETERMINAR EL POTENCIAL HIDRÁULICO DE LOS VALLES ALEDAÑOS A LA BAHÍA MANZANILLO Y DEFINIR LAS FUENTES DE ABASTECIMIENTO DE AGUA DE BUENA CALIDAD A FUTURO INMEDIATO, 0608 JALIPA - TAPEIXTLES, ESTADO DE COLIMA","PROYESCO, SOCIEDAD ANÓNIMA",SECRETARÍA DE ASENTAMIENTOS HUMANOS Y OBRAS PÚBLICAS (SAHOP),BIOU-008-08-78,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0271_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0271_EC.pdf,COLIMA
272,DIGITAL,1986,COLIMA,"ESTUDIO GEOHIDROLÓGICO CUANTITATIVO DE LA CUENCA MEDIA DEL RÍO ARMERÍA, EDO. DE COLIMA","ESTUDIO GEOHIDROLÓGICO CUANTITATIVO DE LA CUENCA MEDIA DEL RÍO ARMERÍA, ESTADO DE COLIMA, 0605 VENUSTIANO CARRANZA","PROYESCO, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-82-43 EG,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0272_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0272_EC.pdf,COLIMA
273,DIGITAL,1987,COLIMA,ACTUALIZACIÓN DE LAS CONDICIONES PIEZOMÉTRICAS EN LO VALLES COSTEROS DEL ESTADO DE COLIMA.,ACTUALIZACIÓN DE LAS CONDICIONES PIEZOMÉTRICAS EN LO VALLES COSTEROS DEL ESTADO DE COLIMA.,,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,,,COLIMA
274,DIGITAL,1987,COLIMA,ACTUALIZACIÓN DE LAS CONDICIONES PIEZOMÉTRICAS EN EL VALLE DE COLIMA,"ACTUALIZACIÓN DE LAS CONDICIONES PIEZOMÉTRICAS EN EL VALLE DE COLIMA, 0601 COLIMA, ESTADO DE COLIMA",,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0274_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0274_EC.pdf,COLIMA
275,AMBOS,1981,COLIMA,"ESTUDIO FOTOGEOLÓGICO EN LA ZONA TECOMÁN-ARMERÍA, ESTADO DE COLIMA","ESTUDIO FOTOGEOLÓGICO EN LA ZONA TECOMÁN-ARMERÍA, ESTADO DE COLIMA, 0603 ARMERÍA - TECOMÁN - PERIQUILLOS","GEOHIDROMIN, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-149-EGD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0275_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0275_EC.pdf,COLIMA
276,DIGITAL,1990,COLIMA,SINOPSIS GEOHIDROLÓGICA DEL ESTADO DE COLIMA,SINOPSIS GEOHIDROLÓGICA DEL ESTADO DE COLIMA,,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0276_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0276_EC.pdf,COLIMA
278,DIGITAL,1980,COLIMA,"SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE COMALA-CUAUHTÉMOC, ESTADO DE COLIMA.","SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN LA ZONA DE COMALA-CUAUHTÉMOC, ESTADO DE COLIMA, 0601 COLIMA","GEOFIAP, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-80-87-ED,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0278_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0278_EC.pdf,COLIMA
279,AMBOS,1981,COLIMA,SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN EL ESTADO DE COLIMA,SERVICIOS DE PROSPECCIÓN Y LEVANTAMIENTOS GEOLÓGICOS Y GEOFÍSICOS EN EL ESTADO DE COLIMA,"GEOFIAP, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-84ED,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0279_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0279_EC.pdf,COLIMA
280,DIGITAL,2009,QUINTANA ROO,"DIAGNÓSTICO DE FUENTES Y ELEMENTOS CONTAMINANTES QUE AFECTAN LA CALIDAD DEL AGUA EN LA ZONA AGRÍCOLA DE PUCTE, MPIO. DE OTHON P BLANCO, QROO","DIAGNÓSTICO DE FUENTES Y ELEMENTOS CONTAMINANTES QUE AFECTAN LA CALIDAD DEL AGUA EN LA ZONA AGRÍCOLA DE PUCTE, MPIO. DE OTHON P BLANCO, QROO",,CONSEJO DE CUENCA PENÍNSULA DE YUCATÁN CONAGUA AGUA LIMPIA DE QUINTANA ROO,,,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/0280_EC.pdf,QUINTANA ROO
282,AMBOS,1981,COLIMA,"ACTUALIZACIÓN DEL ESTUDIO GEOHIDROLÓGICO DE LOS VALLES ARMERÍA-TECOMÁN, COLIMA","ACTUALIZACIÓN DEL ESTUDIO GEOHIDROLÓGICO DE LOS VALLES ARMERÍA-TECOMÁN, COLIMA","PANAMERICANA DE PROYECTOS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),GZA-81-56CD,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0282_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/0282_EC.pdf,COLIMA
284,FÍSICO,2009,MÉXICO,PROYECTO DE REGLAMENTO DEL USO DEL AGUA EN EL ACUÍFERO CUAUTITLÁN-PACHUCA (1508),PROYECTO DE REGLAMENTO DEL USO DEL AGUA EN EL ACUÍFERO CUAUTITLÁN-PACHUCA (1508),INSTITUTO POLITÉCNICO NACIONAL (IPN),COMISIÓN NACIONAL DEL AGUA (CONAGUA),OAVM-DT-MEX-09-454-RF-CC,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/15 MÉXICO/PDF/0284_CC.pdf,,MÉXICO
285,DIGITAL,1971,SAN LUIS POTOSÍ,"ESTUDIO DE LOS RECURSOS HIDRÁULICOS PROVENIENTES DE LOS ACUÍFEROS CALIZOS
ZONA DE VALLES","ESTUDIO DE LOS RECURSOS HIDRÁULICOS PROVENIENTES DE LOS ACUÍFEROS CALIZOS
ZONA DE VALLES","CONSTRUCCIONES Y PROYECTOS INTUAL, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/24 SAN LUIS POTOSÍ/PDF/0285_EC.pdf,SAN LUIS POTOSÍ
286,DIGITAL,1980,COAHUILA DE ZARAGOZA,"ANÁLISIS GEOHIDROLÓGICO DEL VALLE DE SALTILLO, COAH.","ANÁLISIS GEOHIDROLÓGICO DEL VALLE DE SALTILLO, COAHUILA",,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH) CHECAR,,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/0286_EC.pdf,COAHUILA DE ZARAGOZA
289,DIGITAL,1973,BAJA CALIFORNIA,"ESTUDIO PARA LA EXPLORACIÓN DE LAS AGUAS SUBTERRÁNEAS Y DEL POTENCIAL DE ENERGÍA TÉRMICA EN UNA PARTE DEL VALLE DE LA MISIÓN, ESTADO DE BAJA CALIFORNIA","ESTUDIO PARA LA EXPLORACIÓN DE LAS AGUAS SUBTERRÁNEAS Y DEL POTENCIAL DE ENERGÍA TÉRMICA EN UNA PARTE DEL VALLE DE LA MISIÓN, ESTADO DE BAJA CALIFORNIA","EQUIPOS Y CULTIVOS AGRÍCOLAS DE SAN LUIS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/02 BAJA CALIFORNIA/PDF/0289_EC.pdf,BAJA CALIFORNIA
290,AMBOS,1991,QUERÉTARO,ESTUDIO PRIORITARIO DEL ESTADO DE QUERÉTARO,ESTUDIO PRIORITARIO DEL ESTADO DE QUERÉTARO,COMISIÓN NACIONAL DEL AGUA (CONAGUA),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/0290_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/22 QUERÉTARO/PDF/0290_EC.pdf,QUERÉTARO
291,DIGITAL,1974,BAJA CALIFORNIA,INFORME SOBRE LOS RESULTADOS DE LAS INVESTIGACIONES GEOFÍSICAS EFECTUADAS EN EL VALLE DE LAS PALMAS ESTADO DE BAJA CALIFORNIA,INFORME SOBRE LOS RESULTADOS DE LAS INVESTIGACIONES GEOFÍSICAS EFECTUADAS EN EL VALLE DE LAS PALMAS ESTADO DE BAJA CALIFORNIA,"TÉCNICAS MODERNAS DE INGENIERÍA, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-74-24,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/02 BAJA CALIFORNIA/PDF/0291_EC.pdf,BAJA CALIFORNIA
292,AMBOS,1997,GUERRERO,"ESTUDIO HIDROGEOLÓGICO GEOFÍSICO DE LA ZONA NOROCCIDENTAL DE ""EL PEDREGOSO"", MPIO. DE ACAPULCO, GRO. PARA LOCALIZAR SITIOS PARA LA PERFORACIÓN DE POZOS CON FINES DE ABASTECIMIENTO DE AGUA POTABLE EN DICHA LOCALIDAD, SAN ISIDRO Y CIUDAD JARDÍN DE LA CIUDAD DE ACAPULCO","ESTUDIO HIDROGEOLÓGICO GEOFÍSICO DE LA ZONA NOROCCIDENTAL DE ""EL PEDREGOSO"", MPIO. DE ACAPULCO, GRO. PARA LOCALIZAR SITIOS PARA LA PERFORACIÓN DE POZOS CON FINES DE ABASTECIMIENTO DE AGUA POTABLE EN DICHA LOCALIDAD, SAN ISIDRO Y CIUDAD JARDÍN DE LA CIUDAD DE ACAPULCO",,COMISIÓN DE AGUA POTABLE Y ALCANTARILLADO DEL MUNICIPIO DE ACAPULCO (CAPAMA),,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/12 GUERRERO/PDF/0292_EC.pdf,GUERRERO
293,DIGITAL,1974,BAJA CALIFORNIA,INFORME SOBRE LOS RESULTADOS DE LAS INVESTIGACIONES GEOFÍSICAS EFECTUADAS EN EL VALLE DE LA TRINIDAD ESTADO DE BAJA CALIFORNIA,INFORME SOBRE LOS RESULTADOS DE LAS INVESTIGACIONES GEOFÍSICAS EFECTUADAS EN EL VALLE DE LA TRINIDAD ESTADO DE BAJA CALIFORNIA,"TÉCNICAS MODERNAS DE INGENIERÍA, SOCIEDAD ANÓNIMA",SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),EIGZA-74-24,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/02 BAJA CALIFORNIA/PDF/0293_EC.pdf,BAJA CALIFORNIA
294,DIGITAL,1997,GUANAJUATO,"ESTUDIO PARA LA ACTUALIZACIÓN DE LAS MEDICIONES PIEZOMÉTRICAS DEL ACUÍFERO DEL VALLE DE LEÓN,                                    
QUE SE ENCUENTRA EN EL ESTADO DE GUANAJUATO

","ESTUDIO PARA LA ACTUALIZACIÓN DE LAS MEDICIONES PIEZOMÉTRICAS DEL ACUÍFERO DEL VALLE DE LEÓN,                                    
QUE SE ENCUENTRA EN EL ESTADO DE GUANAJUATO

","UNITECNIA, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-019-PRO-97,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/11 GUANAJUATO/PDF/0294_EC.pdf,GUANAJUATO
296,DIGITAL,1979,BAJA CALIFORNIA SUR,"ESTUDIO GEOFÍSICO EN EL VALLE DE SANTO DOMINGO, B.C.S.","ESTUDIO GEOFÍSICO EN EL VALLE DE SANTO DOMINGO, BAJA CALIFORNIA SUR","INGENIEROS CIVILES Y GEÓLOGOS ASOCIADOS, SOCIEDAD ANÓNIMA",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),I.P.P.- 79 - 21,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/03 BAJA CALIFORNIA SUR/PDF/0296_EC.pdf,BAJA CALIFORNIA SUR
297,DIGITAL,1998,BAJA CALIFORNIA SUR,ESTUDIO PROSPECTIVO PARA LA OBTENCIÓN DE AGUA POTABLE EN LA CUENCA DEL RÍO SANTIAGO,ESTUDIO PROSPECTIVO PARA LA OBTENCIÓN DE AGUA POTABLE EN LA CUENCA DEL RÍO SANTIAGO,"ESTUDIOS Y PROYECTOS MORO, SOCIEDAD ANÓNIMA",FONDO NACIONAL DE FOMENTO AL TURISMO (FONATUR),SJPD-9701/98-S-01,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/03 BAJA CALIFORNIA SUR/PDF/0297_EC.pdf,BAJA CALIFORNIA SUR
